dtxsid,chem_num,cas,name,mw,log_kow,water_sol_mg_l,half_air_hr,half_sed_hr,vp_pa,kp,fabs,backGM,backGSD
DTXSID6042313,107979,868-14-4,Potassium bitartrate,188.18,-2.01114,505650.9508,26.6,503,1.76E-07,4.08E-05,0.3236058,0,0
DTXSID6042446,73973,58985-18-5,Dihydroterpineol acetate,198.31,4.44854,30.62362513,20.1,8100,6.282710971,0.034278812,0.999434907,0,0
DTXSID6044359,3323,106-02-5,Pentadecan-15-olide,240.39,5.78263,11.30453206,13.4,3240,0.00091305,0.02410711,0.993066441,0,0
DTXSID6044567,5759,6/6/5462,3-(4-Methoxyphenyl)-2-methylpropanal,178.23,2.44374,804.4696218,4.78,8100,2.086388746,0.013675577,0.999670803,0,0
DTXSID6044804,12271,142-26-7,N-(2-Hydroxyethyl)acetamide,103.12,-1.15446,930813.7112,17.7,3240,0.11103102,0.000114899,0.774619192,0,0
DTXSID6047078,75118,5989-54-8,(S)-Limonene,136.24,4.46107,6.953662352,0.334,3240,182.346366,0.072210725,0.999425811,0,0
DTXSID6047153,36435,2836-32-0,Glycolic acid sodium salt,98.03,-1.21672,300664.8721,223,1870,2.744494727,0.00012047,0.748633448,0,0
DTXSID6051435,75275,600-14-6,"2,3-Pentanedione",100.12,-0.180916,109662.4372,193,3240,421.5080686,0.0003146,0.969791721,0,0
DTXSID6051645,8395,128-51-8,"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-3-yl)ethyl acetate",208.3,3.97222,177.7532216,0.519,8100,1.723298549,0.029403873,0.999640938,0,0
DTXSID6051857,26013,2116-84-9,"1,1,1,5,5,5-Hexamethyl-3-phenyl-3-(trimethylsilyloxy)trisiloxane",372.76,7.43897,0.307170269,77.9,8100,46.06941854,0.010221336,0.766137882,0,0
DTXSID6052031,46030,3520-72-7,Pyrazolone Orange,623.51,7.15735,0.56760734,7.62,38900,1.16E-07,0.003676147,0.862276588,0,0
DTXSID6052297,77629,61792-31-2,"3-Dodecylamido-N,N'-dimethylpropyl amine oxide",300.49,3.50999,203.4356364,6.2,3240,6.82E-05,0.009450236,0.999704977,0,0
DTXSID6052455,97005,71033-08-4,"2,2'-{Propane-2,2-diylbis[benzene-4,1-diyloxy(3-butoxypropane-1,2-diyl)oxymethanediyl]}dioxirane",600.8,5.40492,1.203985176,1.65,13000,1.29E-07,0.002595284,0.996936476,0,0
DTXSID6052586,107992,86803-90-9,"5-Methoxyoctahydro-1H-4,7-methanoindene-2-carbaldehyde",210.32,2.83973,6186.794152,4.36,8100,0.105133504,0.014576182,0.99971005,0,0
DTXSID6052663,114195,99343-90-5,"(2R,4R)-2,4-Dimethyl-4-phenyltetrahydrofuran rel",176.26,3.2169,251.9654326,13.3,8100,18.53861165,0.032280718,0.999716531,0,0
DTXSID6052829,98402,72-17-3,Sodium DL-lactate,112.06,-0.793654,350804.9506,106,1870,7.086764973,0.000126105,0.887378755,0,0
DTXSID6058631,40366,3055-94-5,Triethylene glycol monododecyl ether,318.5,2.90834,323.064105,4.08,3240,0.283883365,0.003374522,0.999713041,0,0
DTXSID6060139,60994,506-89-8,"Urea, monohydrochloride",96.52,-1.81219,801704.772,257,3240,0.00703133,0.000106538,0.430644785,0,0
DTXSID6064038,73543,5858-81-1,FD&C Red No. 6,430.35,3.43877,1372.850928,22.4,8100,4.57E-09,0.001546615,0.999709285,0,0
DTXSID6066028,16666,16245-77-5,"1,4-Benzenediamine, sulfate (1:1)",202.19,-0.172689,136942.0739,3.67,3240,0.170215362,7.11E-05,0.970337301,0,0
DTXSID6070485,87952,67075-37-0,"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis(2-phenylethyl)-",598.66,6.37933,0.344950287,4.37,38900,5.08E-10,0.003816089,0.973862595,0,0
DTXSID6074883,103672,7775-00-0,"Benzenepropanal, 4-(1-methylethyl)-",176.26,2.8719,466.3804348,7.69,8100,24.98061621,0.024430254,0.999711563,0,0
DTXSID7014646,2678,104404-17-3,Ceramide,565.97,10.1475,0.005624859,1.03,3240,4.06E-07,0.00450949,0.006373813,0,0
DTXSID7016602,15373,1560-93-6,2-Methylpentadecane,226.45,7.92297,0.000966781,13.1,3240,0.228686562,0.027155253,0.518176012,0,0
DTXSID7020182,65270,80-05-7,Bisphenol A,228.29,3.35075,124.1201316,3.18,8100,9.10E-06,0.018695082,0.999713209,0,0
DTXSID7020348,109456,91-64-5,Coumarin,146.15,1.61279,1621.811935,7.83,3240,0.129577097,0.005083337,0.999250388,0,0
DTXSID7020384,68572,55302-96-0,5-((2-Hydroxyethyl)amino)-2-methylphenol,167.21,1.07671,20070.88514,1.19,3240,0.001075598,0.001130528,0.998043619,0,0
DTXSID7020479,75255,60-51-5,Dimethoate,229.25,0.870404,23579.05025,3.25,3240,0.002266587,0.000253399,0.997010701,0,0
DTXSID7020556,14248,150-38-9,Trisodium ethylenediaminetetraacetate,358.19,-1.707,2727.752962,1.52,1870,3.74E-10,1.65E-05,0.490734953,0,0
DTXSID7020637,60367,50-00-0,Formaldehyde,30.03,0.23848,356666.31,27.4,3240,110059.3661,0.002526409,0.988126938,0,0
DTXSID7020714,60384,50-23-7,Hydrocortisone,362.47,1.67346,142.5909859,2.05,13000,4.81E-08,0.000136968,0.999315002,0,0
DTXSID7020716,7503,123-31-9,Hydroquinone,110.11,0.837231,146735.8893,11.1,3240,0.008799744,0.001877659,0.996794143,0,0
DTXSID7020762,87877,67-63-0,Isopropanol,60.1,0.258354,568518.955,50.6,3240,3116.61085,0.001414654,0.988640939,0,0
DTXSID7021233,16988,16423-68-0,FD&C Red 3,881.88,3.97797,101.6481344,6.88,38900,3.19E-08,6.49E-06,0.99963958,0,0
DTXSID7021235,46029,3520-42-1,C.I. Acid Red 52,581.66,4.77385,749.9865874,1.09,38900,7.27E-08,0.001580951,0.999088156,0,0
DTXSID7021360,3994,108-88-3,Toluene,92.14,2.61725,424.7672428,43,3240,2953.544235,0.07462538,0.999693424,0,0
DTXSID7021520,12592,143-22-6,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,206.28,0.82284,753980.2164,4.98,3240,0.498296432,0.000339076,0.99669496,0,0
DTXSID7021605,7676,124-04-9,Hexanedioic acid,146.14,0.0627334,65421.7631,45.9,1870,2.35E-05,0.000220893,0.982431062,0,0
DTXSID7021780,106866,84-66-2,Diethyl phthalate,222.24,2.33594,705.7053408,74.1,3240,0.270955093,0.005635195,0.999650836,0,0
DTXSID7021863,2928,105-53-3,Diethyl propanedioate,160.17,0.872884,24113.75367,75.2,3240,38.72682124,0.000832987,0.997026239,0,0
DTXSID7021948,5487,114-26-1,Propoxur,209.25,1.79673,960.0996825,8.1,8100,0.000996753,0.002455772,0.99942146,0,0
DTXSID7022128,107988,868-77-9,2-Hydroxyethyl methacrylate,130.14,0.383897,265430.9412,7.39,3240,14.14377239,0.000518829,0.991405803,0,0
DTXSID7022253,2714,10453-86-8,Resmethrin,338.45,6.1137,0.074443431,0.371,8100,0.000058787,0.012318316,0.985537407,0,0
DTXSID7022413,113373,97-54-1,Isoeugenol,164.21,2.68549,1939.747046,1.73,3240,1.066305809,0.023740762,0.999699788,0,0
DTXSID7022679,72845,58-85-5,Biotin,244.31,1.47607,15921.14522,6.49,3240,1.09E-07,0.000680519,0.999066996,0,0
DTXSID7022910,60438,50-99-7,D-Glucose,180.16,-2.55613,184716.2464,2.46,1870,1.59E-08,0.000042769,0.120040227,0,0
DTXSID7023192,60382,152-36-3,Lactic acid,90.08,-0.793654,281996.3408,43.4,1870,7.086764973,0.000176652,0.887378755,0,0
DTXSID7023853,78606,62476-59-9,Acifluorfen-sodium,383.65,3.75101,107.2048541,618,38900,1.53E-07,0.004689648,0.999681025,0,0
DTXSID7024035,111320,94-82-6,"2,4-DB",249.1,3.3822,117.727151,18,8100,6.65E-05,0.015093805,0.999711975,0,0
DTXSID7024166,3941,108-31-6,"2,5-Furandione",98.06,-0.817731,79101.76602,83.3,3240,14.35615496,0.000152481,0.881729365,0,0
DTXSID7024241,55387,42874-03-3,Oxyfluorfen,361.71,4.69609,0.114060908,22.3,38900,3.98E-05,0.009907664,0.999196008,0,0
DTXSID7024245,52694,40487-42-1,Pendimethalin,281.31,4.95994,0.607834956,8.48,13000,0.003459903,0.017406189,0.998736286,0,0
DTXSID7024370,65940,540-84-1,"2,2,4-Trimethylpentane",114.23,3.74436,1.228932032,69.8,8100,4561.892219,0.095597175,0.99968192,0,0
DTXSID7024665,3411,106-97-8,Butane,58.12,2.82834,83.858442,101,1870,174219.0331,0.202875464,0.999709467,0,0
DTXSID7024821,113833,98-56-6,1-Chloro-4-(trifluoromethyl)benzene,180.56,3.66264,362.6348984,1070,13000,809.2242441,0.037089637,0.999691722,0,0
DTXSID7024873,3987,108-80-5,Cyanuric acid,129.08,-0.957878,3867.120628,85.6,3240,3.40E-06,8.98E-05,0.843793561,0,0
DTXSID7024904,74730,596-03-2,"4',5'-Dibromofluorescein",490.11,3.77546,549.8740134,5.35,13000,3.88E-08,0.001132411,0.999677602,0,0
DTXSID7024956,1125,101-96-2,"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",220.36,3.69525,163.9421106,2.19,8100,0.071822771,0.024211953,0.999688064,0,0
DTXSID7025055,7280,122-62-3,Bis(2-ethylhexyl) decanedioate,426.69,9.20606,0.183365334,8.28,3240,7.03E-05,0.007844794,0.053079218,0,0
DTXSID7025180,1099,101-68-8,"4,4'-Diphenylmethane diisocyanate",250.26,2.81868,2.506053588,22.2,8100,0.000466486,0.008037885,0.999708951,0,0
DTXSID7025394,57707,4/4/4719,"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol",219.29,-1.45227,367828.2744,0.529,8100,1.05E-06,3.38E-05,0.633968223,0,0
DTXSID7025423,4577,111-41-1,N-(Hydroxyethyl)ethylenediamine,104.15,-1.20316,1035029.161,2.14,3240,0.518216131,0.000110866,0.75445889,0,0
DTXSID7025502,103866,78-70-6,Linalool,154.25,3.08912,1897.98455,0.457,8100,14.10977518,0.040158801,0.999716964,0,0
DTXSID7025506,57206,463-40-1,Linolenic acid,278.44,6.74561,1.052113384,0.47,3240,7.52E-05,0.018104413,0.941579684,0,0
DTXSID7025920,80555,6358-31-2,C.I. Pigment Yellow 74,386.37,3.42369,5.181801255,17.3,38900,6.01E-08,0.002890214,0.999710063,0,0
DTXSID7025924,6774,120-57-0,Piperonal,150.13,1.08401,3491.708527,9.01,3240,1.133649615,0.001553527,0.998071962,0,0
DTXSID7026029,56149,4418-26-2,Sodium dehydroacetate,190.13,1.20112,24475.4349,2.88,3240,0.002844047,0.000982507,0.998467329,0,0
DTXSID7026108,4972,112-57-2,Tetraethylenepentamine,189.31,-0.1393,3038993.43,0.811,3240,0.000145175,8.72E-05,0.972454216,0,0
DTXSID7026156,73287,584-84-9,"Toluene-2,4-diisocyanate",174.16,0.674061,262.72036,36.3,8100,0.905652329,0.000434321,0.995453322,0,0
DTXSID7026235,68374,552-30-7,Trimellitic anhydride,192.13,-0.398217,869.2672081,322,3240,0.000554579,6.41E-05,0.951284355,0,0
DTXSID7026368,93749,69-72-7,Salicylic acid,138.12,0.757335,7975.918956,19.7,3240,0.004540374,0.00096406,0.996199846,0,0
DTXSID7026441,103329,77-76-9,"2,2-Dimethoxypropane",104.15,0.750885,18025.2405,65.5,8100,9684.498413,0.00174031,0.996146962,0,0
DTXSID7026863,4414,110-98-5,"1,1'-Oxybis-2-propanol",134.18,-0.610543,631331.6598,8.19,3240,0.033711633,0.000108553,0.923071173,0,0
DTXSID7026946,5686,115-95-7,Linalyl acetate,196.29,4.0017,75.13647507,0.494,8100,11.54630559,0.033452794,0.999633773,0,0
DTXSID7027041,8121,126-86-3,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",226.36,3.21104,2073.803931,6.04,8100,0.194896003,0.017219442,0.999716608,0,0
DTXSID7027043,8212,127-08-2,Potassium acetate,98.14,-0.203861,1381595.292,6090,1870,1244.301866,0.000313864,0.968217792,0,0
DTXSID7027047,8235,127-51-5,alpha-Isomethylionone,206.33,4.38247,106.6175199,0.338,8100,7.381900747,0.031511175,0.999478741,0,0
DTXSID7027049,8258,127-91-3,beta-Pinene,136.24,4.28309,4.547364224,2.61,8100,337.1669914,0.071582875,0.999533243,0,0
DTXSID7027170,63797,527-07-1,Sodium D-gluconate,218.14,-2.56992,424101.2438,6.73,503,1.21E-08,3.28E-05,0.116726546,0,0
DTXSID7027205,68974,556-67-2,Octamethylcyclotetrasiloxane,296.62,6.92842,0.007768715,254,8100,91.60634746,0.015994586,0.913754268,0,0
DTXSID7027413,11454,1562-00-1,Sodium 2-hydroxyethanesulfonate,148.11,-1.96533,920475.5091,48.3,1870,5.06E-05,5.74E-05,0.347106591,0,0
DTXSID7027594,63969,4/9/5281,D&C Red No. 7,424.44,3.43877,1353.997555,22.4,13000,4.57E-09,0.001692977,0.999709285,0,0
DTXSID7027625,85376,6422-86-2,Bis(2-ethylhexyl) terephthalate,390.57,7.69705,0.056110849,11.7,3240,8.29E-05,0.009328415,0.643996001,0,0
DTXSID7027835,31456,16577-94-9,Potassium sorbate,150.22,1.33613,10593.85991,2.59,1870,31.89058237,0.002650199,0.99880886,0,0
DTXSID7027966,41245,31138-65-5,"D-Gluco-heptonic acid, monosodium salt",248.17,-2.5002,293250.0805,5.29,503,6.66E-09,0.00002741,0.134322311,0,0
DTXSID7029110,103865,78-69-3,"3,7-Dimethyl-3-octanol",158.29,3.62139,368.6779877,18,8100,18.58180811,0.04832052,0.999695904,0,0
DTXSID7029160,7550,123-94-4,1-Stearoyl-rac-glycerol,358.57,6.11682,15.06370499,6.78,3240,4.12E-06,0.01099131,0.985436422,0,0
DTXSID7029162,8077,126-06-7,"3-Bromo-1-chloro-5,5-dimethylhydantoin",241.47,1.25552,7141.354515,83.9,8100,25.05980971,0.000450363,0.998617794,0,0
DTXSID7029243,35802,2786-76-7,C.I. Pigment Red 170,454.49,4.76402,9.865114491,8.37,13000,7.36E-08,0.005414365,0.999102879,0,0
DTXSID7029320,26114,21245-02-3,2-Ethylhexyl 4-(dimethylamino)benzoate,277.41,3.68997,10.18976864,1.93,3240,0.000974951,0.013684299,0.999688679,0,0
DTXSID7029611,6773,120-56-9,Triethylene glycol dibenzoate,358.39,2.84033,3.779616779,7.79,8100,1.94E-06,0.001590109,0.99971008,0,0
DTXSID7029663,49214,3794-83-0,"Phosphonic acid, (1-hydroxyethylidene)bis-, tetrasodium salt",293.96,-0.519027,892583.0836,1.32,3240,1.27E-08,2.46E-05,0.936721327,0,0
DTXSID7029825,109536,91125-43-8,Sodium 2-(nonanoyloxy)benzenesulfonate,336.38,3.83089,16.50075088,28,3240,3.64E-05,0.008417886,0.999669006,0,0
DTXSID7029871,29602,23593-75-1,Clotrimazole,344.85,4.80095,0.235330123,5.55,13000,5.18E-06,0.011230968,0.999045796,0,0
DTXSID7031290,66772,54464-57-2,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone",234.38,4.1068,109.3858491,0.444,13000,0.26534222,0.023445798,0.999603721,0,0
DTXSID7032345,69821,56-95-1,Chlorhexidine diacetate,505.46,0.310856,917.5312104,0.845,38900,5.41E-08,1.07E-05,0.989893122,0,0
DTXSID7032393,99031,79127-80-3,Fenoxycarb,301.35,4.08613,11.48366499,3.93,8100,1.97E-06,0.013156386,0.999610236,0,0
DTXSID7032559,109568,91465-08-6,lambda-Cyhalothrin,449.86,6.52888,0.013438758,7.78,38900,6.12E-07,0.007038153,0.963606757,0,0
DTXSID7032688,33635,26002-80-2,Phenothrin,350.46,6.25458,0.019132172,0.506,8100,1.49E-05,0.011509637,0.980198928,0,0
DTXSID7034549,17198,165252-70-0,Dinotefuran,202.21,-0.383718,6788.715446,3.07,8100,6.09E-05,5.79E-05,0.952800864,0,0
DTXSID7034678,36699,28631-35-8,Dichlorprop-isooctyl,347.28,5.60687,1.9356519,16.2,13000,0.000563084,0.011628446,0.995279988,0,0
DTXSID7034705,42569,32351-70-5,Mecoprop-dimethylammonium,214.65,3.02437,324.499284,14.8,8100,0.000172645,0.016844458,0.999716184,0,0
DTXSID7037555,1979,102851-06-9,tau-Fluvalinate,502.92,6.03741,0.00539945,8.76,38900,1.32E-06,0.005511869,0.987799241,0,0
DTXSID7038816,40365,3055-93-4,2-[2-(Dodecyloxy)ethoxy]ethanol,274.45,4.24649,462.7858235,5.26,3240,0.145921356,0.017064836,0.99955035,0,0
DTXSID7038864,108495,88-24-4,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",368.56,7.46927,0.055521353,6.27,13000,9.56E-08,0.010451152,0.753416583,0,0
DTXSID7040734,6240,118-60-5,2-Ethylhexyl salicylate,250.34,4.04581,129.562716,11.8,3240,0.000648222,0.02007183,0.999622064,0,0
DTXSID7041207,14181,14960-06-6,"beta-Alanine, N-(2-carboxyethyl)-N-dodecyl-, monosodium salt",351.47,3.89665,1504.245909,2.26,3240,4.50E-06,0.007622751,0.999657143,0,0
DTXSID7041413,86070,6485-40-1,R-(-)-Carvone,150.22,2.69957,1479.426648,1.16,3240,17.75720912,0.029958084,0.999700951,0,0
DTXSID7041544,25987,21145-77-7,"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin",258.41,5.5679,1.825643393,14.5,13000,0.005326496,0.020882856,0.995661802,0,0
DTXSID7041881,16931,1639-66-3,Dioctyl sodium sulfosuccinate,444.56,5.03166,114.9334305,11.9,1870,0.000165188,0.006386087,0.998555063,0,0
DTXSID7042013,40068,30364-51-3,"Glycine, N-methyl-N-(1-oxotetradecyl)-, sodium salt",321.44,3.96972,196.7302803,7.11,3240,9.49E-05,0.010549814,0.999641523,0,0
DTXSID7042061,7826,125-12-2,Isobornyl acetate,196.29,4.21188,104.8883467,18.5,8100,13.97045328,0.034349765,0.999565239,0,0
DTXSID7042190,33683,2605-79-0,"N,N-Dimethyldecylamine oxide",201.36,4.6076,3.044905512,10.5,3240,7.102550344,0.033523173,0.999297394,0,0
DTXSID7043908,6917,1205-17-0,"alpha-Methyl-3,4-methylene-dioxyhydrocinnamic aldehyde",192.22,1.89786,1211.895201,3.42,8100,0.09563535,0.004048602,0.999488777,0,0
DTXSID7044392,110065,93-04-9,2-Methoxynaphthalene,158.2,3.39495,9.94918218,1.28,3240,0.718178384,0.044845224,0.999711422,0,0
DTXSID7044475,58730,491-07-6,"(2R,5R)-5-Methyl-2-(propan-2-yl)cyclohexanone",154.25,3.21942,603.88875,9.75,3240,33.97121158,0.043522561,0.999716496,0,0
DTXSID7044922,45271,11/2/3445,1-(2-Hydroxyethyl)pyrrolidin-2-one,129.16,-0.441384,1083109.928,8.47,3240,0.173701742,0.000139036,0.946489627,0,0
DTXSID7045316,63176,522-48-5,Tetrahydrozoline hydrochloride,236.75,0.976517,597.940535,2.87,8100,0.000806323,0.000275935,0.997602583,0,0
DTXSID7045788,67935,550-99-2,Naphazoline hydrochloride,245.73,2.70082,774.2804862,4.11,8100,6.65E-06,0.007201808,0.999701052,0,0
DTXSID7047805,32128,25085-50-1,4-tert-Butylphenol formaldehyde resin,150.22,3.32619,801.1818458,6.32,8100,5.160469753,0.048587387,0.999714049,0,0
DTXSID7051551,3903,107898-54-4,"3,3-Dimethyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-2-ol",222.37,4.04632,305.2828782,1.12,8100,0.812887943,0.025949467,0.999621922,0,0
DTXSID7051892,29808,2374-14-3,"2,4,6-Trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)cyclotrisiloxane",468.54,5.79102,0.014144473,57.2,38900,21.59916044,0.006318593,0.992937013,0,0
DTXSID7052101,56038,4/9/4390,"2,2,4,4,6,8,8-Heptamethylnonane",226.45,7.64695,0.001147624,29.6,13000,13.18255795,0.027154929,0.669971051,0,0
DTXSID7052105,56213,4430-31-3,Octahydro-2H-1-benzopyran-2-one,154.21,2.14336,11179.14553,16.3,3240,2.17555476,0.012338834,0.999599289,0,0
DTXSID7052230,71528,56973-85-4,"1-(5,5-Dimethyl-1-cyclohexen-1-yl)pent-4-en-1-one",192.3,4.02374,106.2949788,1.33,8100,6.650387458,0.035017499,0.999628076,0,0
DTXSID7058333,27612,22221-10-9,Copper 2-ethylhexanoate (hexanoic acid),349.96,2.34553,4651.66832,20.2,3240,7.451575028,0.000676878,0.999652833,0,0
DTXSID7062243,27119,2197-63-9,"1-Hexadecanol, hydrogen phosphate",546.86,10.1168,0.010034772,2.96,8100,8.15E-07,0.004823539,0.006837488,0,0
DTXSID7062825,40547,3069-19-0,Hexyltrimethoxysilane,206.36,2.40212,4730.679184,27.6,3240,833.2636043,0.008170486,0.999663715,0,0
DTXSID7067611,41397,31295-54-2,"1,4-Piperazinediethanamine, N-(2-aminoethyl)-",215.34,-0.345879,2567757.228,0.747,8100,0.004529948,5.18E-05,0.956548794,0,0
DTXSID7074668,74643,5949-29-1,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)",192.13,-1.66079,547263.092,36.6,1870,1.29E-06,0.000040368,0.517320734,0,0
DTXSID8019035,47969,3687-18-1,Tramiprosate,139.17,-1.30991,168906.4539,7.47,3240,2.94E-05,6.91E-05,0.706180409,0,0
DTXSID8020179,4413,110-97-4,Diisopropanolamine,133.19,-0.742777,951998.1673,2.52,3240,0.067130223,9.83E-05,0.898543274,0,0
DTXSID8020204,102040,75-65-0,tert-Butyl alcohol,74.12,0.664602,387872.9248,229,3240,3412.533227,0.002498182,0.995359192,0,0
DTXSID8020250,66229,56-23-5,Carbon tetrachloride,153.82,2.72582,1259.112068,100000,13000,8453.85276,0.029181705,0.99970299,0,0
DTXSID8020381,64141,52918-63-5,Deltamethrin,505.21,6.25285,0.004403223,10.8,13000,1.19E-06,0.005524101,0.980275129,0,0
DTXSID8020462,4582,111-46-6,Diethylene glycol,106.12,-1.09172,855195.6112,8.56,1870,0.768599579,0.000113428,0.798815755,0,0
DTXSID8020591,71993,77-83-8,Ethyl methylphenylglycidate,206.24,2.31442,397.9668912,38.4,8100,0.137464717,0.00703611,0.999646181,0,0
DTXSID8020597,3630,107-21-1,Ethylene glycol,62.07,-1.3333,802155.438,33.3,1870,6.534330318,0.000217598,0.694889578,0,0
DTXSID8020913,109421,91-20-3,Naphthalene,128.18,3.36891,18.1393927,11.9,8100,7.371394943,0.068640169,0.999712518,0,0
DTXSID8020969,76255,79-24-3,Nitroethane,75.07,0.0416866,32648.31835,1710,3240,1920.055732,0.000712924,0.981586841,0,0
DTXSID8021226,30676,2425-85-6,C.I. Pigment Red 3,307.31,4.15319,28.88394398,14.4,13000,1.53E-07,0.012813022,0.999587894,0,0
DTXSID8021355,1517,10191-41-0,dl-alpha-Tocopherol,430.72,9.40893,0.003317367,1.11,38900,3.44E-05,0.007701599,0.033942675,0,0
DTXSID8021482,85719,67-64-1,Acetone,58.08,0.0348679,382599.096,1170,3240,34896.20233,0.000968656,0.981304764,0,0
DTXSID8021517,4340,110-16-7,Maleic acid,116.07,-0.537809,99156.16353,29.3,1870,0.009473209,0.000151227,0.934118694,0,0
DTXSID8021519,4949,112-34-5,2-(2-Butoxyethoxy)ethanol,162.23,0.585319,721227.5333,3.45,1870,4.206614714,0.000445839,0.994485008,0,0
DTXSID8021642,71589,134503-33-6,Octadecanoic acid,284.49,8.07925,0.214067345,11.4,3240,5.34E-05,0.017363071,0.428731201,0,0
DTXSID8021771,105124,80-46-6,4-(2-Methylbutan-2-yl)phenol,164.25,3.54757,249.30522,6.15,8100,1.175590172,0.043782705,0.999702254,0,0
DTXSID8021804,88668,94-09-7,Benzocaine,165.19,1.84492,922.1203142,7.04,3240,4.218533735,0.005817899,0.999455503,0,0
DTXSID8021931,4563,111-27-3,1-Hexanol,102.18,1.92425,5650.206588,20.5,1870,193.4387889,0.02071217,0.9995039,0,0
DTXSID8022292,63713,52645-53-1,Permethrin,391.3,6.34643,0.248527934,11.1,13000,4.95E-06,0.009264848,0.975705635,0,0
DTXSID8022406,9001,131-56-6,"2,4-Dihydroxybenzophenone",214.22,2.59912,145.9425163,1.28,3240,3.09E-07,0.009912024,0.999691517,0,0
DTXSID8022408,12608,143-74-8,Phenol red,354.38,3.29325,660.2312028,3.16,8100,1.99E-07,0.003709837,0.999715009,0,0
DTXSID8022618,98427,7200-25-1,Arginine,174.2,-3.30446,132613.5824,1.89,3240,1.41E-07,0.000044601,0.023773701,0,0
DTXSID8022666,3646,107-43-7,Betaine,118.16,0.399414,202516.7872,23.7,1870,105.8830423,0.000658331,0.991696213,0,0
DTXSID8022959,72452,577-11-7,Docusate sodium,444.56,4.44852,170.5838958,11.2,1870,0.000282165,0.004831917,0.999434921,0,0
DTXSID8023846,40387,30560-19-1,Acephate,183.16,-0.611207,457183.8444,23,8100,0.000362122,0.000059868,0.922962863,0,0
DTXSID8023848,45019,34256-82-1,Acetochlor,269.77,3.15225,206.5647774,5.18,13000,0.002055285,0.009488992,0.999717076,0,0
DTXSID8024159,106138,82558-50-7,Isoxaben,332.4,3.98821,1.89544452,1.26,13000,9.08E-07,0.009666721,0.999637114,0,0
DTXSID8024280,75494,60207-90-1,Propiconazole,342.23,3.46961,62.4330189,11.1,13000,5.36E-05,0.00554725,0.999707551,0,0
DTXSID8024284,3692,107-98-2,1-Methoxy-2-propanol,90.12,-0.315857,1005315.636,13.8,3240,987.2003022,0.00030435,0.959317458,0,0
DTXSID8024315,108723,88671-89-0,Myclobutanil,288.78,3.01867,212.7892757,36.5,8100,0.000134884,0.006195199,0.999716083,0,0
DTXSID8024652,62854,52-51-7,Bronopol,199.99,-0.254833,335383.23,194,3240,0.001475186,6.69E-05,0.964430067,0,0
DTXSID8024739,108108,87-44-5,beta-Caryophyllene,204.36,5.18931,0.905940142,0.0233,8100,6.328027251,0.033027596,0.998034385,0,0
DTXSID8024862,27372,2210-79-9,o-Cresyl glycidyl ether,164.21,2.22301,2376.233647,7.55,8100,1.390192557,0.011981527,0.999623496,0,0
DTXSID8024993,35742,2782-57-2,Troclosene,197.97,-0.0861178,23734.02939,85.6,3240,0.00459069,8.31E-05,0.975523662,0,0
DTXSID8025096,79031,627-93-0,Dimethyl adipate,174.2,1.0361,29487.3566,30.6,3240,9.826940054,0.000917411,0.997876975,0,0
DTXSID8025468,103873,78-78-4,2-Methylbutane,72.15,2.96991,58.14994185,65.8,3240,69606.95321,0.163044988,0.999714996,0,0
DTXSID8025886,7031,121-39-1,Ethyl 3-phenylglycidate,192.22,1.93027,444.825913,38.5,3240,0.149135759,0.004318315,0.999507223,0,0
DTXSID8025967,71665,57018-52-7,1-tert-Butoxy-2-propanol,132.2,1.22451,179575.192,15,3240,278.5504694,0.002884446,0.998534334,0,0
DTXSID8026141,89579,68-11-1,Thioglycolic acid,92.11,0.104959,416409.9669,6.67,1870,9.003221,0.000589745,0.984010158,0,0
DTXSID8026563,110131,93-83-4,"(9Z)-N,N-Bis(2-hydroxyethyl)octadec-9-enamide",369.59,4.94277,68.21300876,1.11,3240,2.26E-07,0.00980825,0.998775416,0,0
DTXSID8026721,2937,105-62-4,"9-Octadecenoic acid (9Z)-, 1-methyl-1,2-ethanediyl ester",605.01,9.16995,0.005561639,0.646,8100,8.04E-08,0.003956397,0.05741693,0,0
DTXSID8026725,3334,106-14-9,12-Hydroxyoctadecanoic acid,300.49,6.91718,1.0016744,8.16,1870,3.31E-05,0.015593021,0.915766747,0,0
DTXSID8026727,3344,106-24-1,Geraniol,154.25,3.38452,320.55001,0.261,3240,4.604448726,0.047112803,0.999711877,0,0
DTXSID8026771,3664,107-64-2,Dimethyldioctadecylammonium chloride,586.52,4.21685,0.002885086,3.72,8100,2.93E-09,0.000569576,0.999563175,0,0
